Date,HYG,IEF,SPY,^VIX
2010-01-04,34.923770904541016,61.9575309753418,84.7963638305664,20.040000915527344
2010-01-05,35.08945083618164,62.22954559326172,85.02082061767578,19.350000381469727
2010-01-06,35.18018341064453,61.97846221923828,85.08067321777344,19.15999984741211
2010-01-07,35.32219314575195,61.97846221923828,85.4398422241211,19.059999465942383
2010-01-08,35.37745666503906,62.05517578125,85.72415924072266,18.1299991607666
2010-01-11,35.34587478637695,62.0970344543457,85.84391021728516,17.549999237060547
2010-01-12,35.1644172668457,62.54347229003906,85.04329681396484,18.25
2010-01-13,35.24329376220703,62.2435188293457,85.7615737915039,17.850000381469727
2010-01-14,35.28276062011719,62.53649139404297,85.9935302734375,17.6299991607666
2010-01-15,35.14073944091797,62.81553268432617,85.02833557128906,17.90999984741211
2010-01-19,35.15651321411133,62.70395278930664,86.09078216552734,17.579999923706055
2010-01-20,35.105247497558594,62.9201545715332,85.21534729003906,18.68000030517578
2010-01-21,34.55689239501953,63.15033721923828,83.57676696777344,22.270000457763672
2010-01-22,34.22948455810547,63.20615005493164,81.71366882324219,27.309999465942383
2010-01-25,34.2807502746582,63.06660461425781,82.1326675415039,25.40999984741211
2010-01-26,34.32414627075195,63.19216537475586,81.78850555419922,24.549999237060547
2010-01-27,34.335994720458984,63.04568862915039,82.17758178710938,23.13999938964844
2010-01-28,34.19002914428711,63.02482986450195,81.23480987548828,23.729999542236328
2010-01-29,34.01646041870117,63.268898010253906,80.35192108154297,24.6200008392334
2010-02-01,34.18065643310547,63.05204391479492,81.60145568847656,22.59000015258789
2010-02-02,34.28399658203125,63.156951904296875,82.589111328125,21.479999542236328
2010-02-03,34.45890808105469,62.85599136352539,82.17758178710938,21.600000381469727
2010-02-04,33.96993637084961,63.3739013671875,79.64109802246094,26.079999923706055
2010-02-05,33.77118682861328,63.576881408691406,79.80571746826172,26.11000061035156
2010-02-08,33.62409210205078,63.52083587646485,79.2295913696289,26.510000228881836
2010-02-09,33.69163513183594,63.177974700927734,80.22472381591797,26.0
2010-02-10,33.23847198486328,63.002960205078125,80.0676040649414,25.399999618530273
2010-02-11,33.373634338378906,62.925994873046875,80.90560150146484,23.959999084472656
2010-02-12,33.353759765625,63.072967529296875,80.83826446533203,22.729999542236328
2010-02-16,33.68372344970703,63.21294021606445,82.1102523803711,22.25
2010-02-17,33.94213104248047,62.87696075439453,82.49931335449219,21.719999313354492
2010-02-18,34.264122009277344,62.65305709838867,82.98565673828125,20.6299991607666
2010-02-19,34.49468994140625,62.68801498413086,83.15776062011719,20.020000457763672
2010-02-22,34.538429260253906,62.63904571533203,83.17273712158203,19.940000534057617
2010-02-23,34.28795623779297,63.11496353149414,82.1626205444336,21.3700008392334
2010-02-24,34.41917037963867,63.14997482299805,82.91831970214844,20.270000457763672
2010-02-25,34.42314910888672,63.380855560302734,82.80606079101562,20.100000381469727
2010-02-26,34.65371322631836,63.47886276245117,82.85847473144531,19.5
2010-03-01,34.68015670776367,63.54485321044922,83.71893310546875,19.260000228881836
2010-03-02,34.904441833496094,63.57992172241211,83.95089721679688,19.059999465942383
2010-03-03,34.94047164916992,63.51678466796875,84.02571868896484,18.829999923706055
2010-03-04,34.9685173034668,63.629112243652344,84.28011322021484,18.719999313354492
2010-03-05,35.1767692565918,63.32735061645508,85.48475646972656,17.420000076293945
2010-03-08,35.184791564941406,63.15888595581055,85.49969482421875,17.790000915527344
2010-03-09,35.33695983886719,63.32030487060547,85.64186096191406,17.920000076293945
2010-03-10,35.34898376464844,63.215049743652344,86.02342987060547,18.56999969482422
2010-03-11,35.31697082519531,63.15888595581055,86.38258361816406,18.059999465942383
2010-03-12,35.32497787475586,63.25711441040039,86.39009857177734,17.579999923706055
2010-03-15,35.28492736816406,63.25711441040039,86.41251373291016,18.0
2010-03-16,35.40509796142578,63.50275039672851,87.10091400146484,17.690000534057617
2010-03-17,35.40509796142578,63.57992172241211,87.6171646118164,16.90999984741211
2010-03-18,35.45714569091797,63.41153717041016,87.57232666015625,16.6200008392334
2010-03-19,35.28092956542969,63.32735061645508,87.12903594970703,16.969999313354492
2010-03-22,35.449134826660156,63.537841796875,87.5948257446289,16.8700008392334
2010-03-23,35.44514465332031,63.4045295715332,88.21090698242188,16.350000381469727
2010-03-24,35.42509841918945,62.77288436889648,87.78263854980469,17.549999237060547
2010-03-25,35.50920867919922,62.54133605957031,87.63990783691406,18.399999618530273
2010-03-26,35.49721908569336,62.68867492675781,87.58732604980469,17.770000457763672
2010-03-29,35.541236877441406,62.59745407104492,88.14330291748047,17.59000015258789
2010-03-30,35.50519943237305,62.6606330871582,88.2033920288086,17.1299991607666
2010-03-31,35.39305877685547,62.8079948425293,87.9028549194336,17.59000015258789
2010-04-01,35.30751419067383,62.677764892578125,88.50392150878906,17.469999313354492
2010-04-05,35.2913703918457,62.11475372314453,89.22515106201172,17.020000457763672
2010-04-06,35.52138137817383,62.29773712158203,89.43553161621094,16.229999542236328
2010-04-07,35.573856353759766,62.684844970703125,88.92463684082031,16.6200008392334
2010-04-08,35.634376525878906,62.61446762084961,89.23268127441406,16.479999542236328
2010-04-09,35.68680191040039,62.684844970703125,89.81871032714844,16.139999389648438
2010-04-12,35.69489669799805,62.8537483215332,89.96145629882812,15.579999923706056
2010-04-13,35.79173278808594,62.973365783691406,90.0290756225586,16.200000762939453
2010-04-14,35.888580322265625,62.80448913574219,91.05081176757812,15.59000015258789
2010-04-15,35.98539352416992,62.91002655029297,91.12598419189452,15.890000343322754
2010-04-16,35.69489669799805,63.290077209472656,89.67597961425781,18.36000061035156
2010-04-19,35.62627029418945,63.13528823852539,90.01403045654297,17.34000015258789
2010-04-20,36.00963592529297,63.16336441040039,90.81790161132812,15.729999542236328
2010-04-21,36.013675689697266,63.36750793457031,90.65265655517578,16.31999969482422
2010-04-22,35.90874481201172,63.21966552734375,90.92312622070312,16.469999313354492
2010-04-23,36.142791748046875,63.04378509521485,91.51663970947266,16.6200008392334
2010-04-26,36.142791748046875,63.085975646972656,91.17102813720705,17.469999313354492
2010-04-27,35.68680191040039,63.67717742919922,89.01476287841797,22.809999465942383
2010-04-28,35.71104431152344,63.35345077514648,89.69098663330078,21.079999923706055
2010-04-29,35.957183837890625,63.45897674560547,90.80290985107422,18.440000534057617
2010-04-30,36.074195861816406,63.8460693359375,89.26273345947266,22.049999237060547
2010-05-03,36.07013320922851,63.678733825683594,90.41974639892578,20.190000534057617
2010-05-04,35.70027542114258,64.10939025878906,88.29354858398438,23.84000015258789
2010-05-05,35.21255874633789,64.3564453125,87.76763153076172,24.90999984741211
